Mp,C_percent,N_percent,O_percent,DECC,Psi_e_A,piPC05,PCR,Vindex,SpMAD_A,WiA_D/Dt,SpMAD_B(p),MATS2m,MATS5m,MATS5p,MATS8p,MATS1i,MATS7i,GATS4m,GATS8m,GATS2p,GATS2i,GATS4i,GATS6i,SpMax2_Bh(p),SpMax2_Bh(i),SpMin1_Bh(p),SpMin3_Bh(i),P_VSA_p_3,P_VSA_i_2,P_VSA_s_3,P_VSA_s_6,P_VSA_ppp_D,P_VSA_ppp_cyc,Eta_D_epsiA,Eta_psi1,SpMaxA_AEA(dm),SM12_AEA(ri),SdssC,SaasC,mindssC,CATS2D_00_LL,SHED_AL,SHED_LL,Uc,TPSA_efficiency,LOGPcons,SAscore,QEDu,MACCSFP125,Actividad
0.7005,48.9796,6.1224,2.0408,1.3929,7.6369,6.1035,1.4471,0.2026,1.3118,0.5902,1.5884,0.0876,-0.0519,0.0752,0.0187,0.0322,0.1174,0.9651,1.139,1.0022,1.155,1.2166,0.9761,3.8685,3.952,2.035,1.8636,175.6062,175.6062,25.2884,41.8079,18.0108,171.6908,0.1251,0.6275,0.1165,3.9129,-0.1472,6.1051,-0.1472,20,7.2607,10.3331,4.6439,0.1277,5.4436,3.7075,0.5312,1,Act1
0.6318,38.0952,4.7619,4.7619,2.0644,7.6833,5.5628,1.2646,0.1926,1.2677,0.7031,1.4528,0.1614,-0.1035,-0.0728,-0.0857,-0.2263,0.101,1.2348,0.9599,0.9184,1.1006,1.2497,0.9891,3.8897,4.0143,2.0785,1.635,123.5476,123.5476,50.9928,61.2897,16.7855,80.8983,0.1065,0.5796,0.1165,3.9312,-0.1606,7.1647,-0.335,14,11.0679,13.8126,3.8074,0.1595,3.563,4.1805,0.759,1,Act1
0.6706,35.8974,12.8205,5.1282,1.6033,7.9508,5.4315,1.2938,0.2324,1.3028,0.6359,1.5644,0.086,0.0407,-0.053,-0.1011,-0.3335,0.2928,1.2541,1.2765,0.8437,0.974,0.9096,0.9785,3.8335,3.9386,2.0818,1.5772,85.9129,80.1055,14.6294,110.7812,32.8972,118.3194,0.1811,0.5469,0.1969,3.5495,0.0,1.2482,0.0,5,8.7923,2.8717,3.9069,0.3156,0.8341,3.3294,0.8054,1,Act-1
0.7381,38.2353,5.8824,8.8235,1.3016,8.1997,5.1608,1.2925,0.2704,1.2369,0.7302,1.5437,0.1004,-0.0798,-0.0128,0.119,-0.0423,0.1451,1.2132,1.1759,0.8486,1.0408,1.1017,1.1055,3.8759,3.9481,2.008,1.4087,156.3426,80.1088,47.531,108.6065,34.4157,95.7509,0.2364,0.5616,0.2129,3.9857,-0.4579,1.9978,-0.4579,9,6.818,7.3837,3.9069,0.3244,2.3015,3.5439,0.8463,1,Act1
0.6861,40.678,5.0847,6.7797,2.3691,7.9705,5.948,1.3274,0.1695,1.2816,0.5891,1.5321,0.0789,0.1056,0.096,-0.0033,-0.1822,-0.0376,1.08,0.6876,0.8764,1.0739,1.0368,1.0927,3.8665,3.9513,2.1064,1.8065,176.1479,131.1919,37.0804,133.7515,18.0108,118.0935,0.1703,0.5678,0.1313,3.9425,-0.6496,2.7986,-0.3289,16,11.3947,15.3869,4.1699,0.1985,3.3187,3.7127,0.6675,1,Act1
0.7054,48.7805,9.7561,2.439,1.6735,8.1111,6.2433,1.5537,0.185,1.3136,0.5484,1.5913,0.0775,-0.0935,0.0059,0.0029,-0.1236,-0.0236,1.1318,0.8656,0.9695,0.9647,0.9303,0.7214,3.8451,3.9746,2.0548,1.7787,141.6046,141.6046,38.8746,88.6362,18.0108,162.9323,0.2315,0.5322,0.1195,3.9456,-0.5283,0.9664,-0.5283,11,8.8349,10.1159,4.585,0.1627,3.8875,3.9515,0.5945,1,Act1
0.7354,43.4783,2.1739,8.6957,1.5714,8.0188,5.6017,1.2904,0.2129,1.2785,0.7555,1.5765,-0.0354,0.0833,0.0475,0.0466,-0.001,-0.0495,1.2176,0.8296,0.9979,1.0735,1.1634,0.9951,3.8556,3.9159,2.0299,1.6844,211.416,134.9437,54.3336,119.6064,18.0108,154.8187,0.2053,0.5812,0.1792,3.5436,-0.3919,1.8366,-0.3919,13,9.3727,11.7097,4.3923,0.2502,3.8684,3.7915,0.5874,1,Act1
0.6716,42.1053,3.5088,8.7719,1.4355,7.8472,6.1189,1.3129,0.2202,1.2869,0.4598,1.504,0.1126,0.0603,-0.0503,-0.0914,-0.26,-0.0118,0.7835,0.9229,0.6709,0.8303,0.9225,0.9822,3.8276,3.9093,2.0423,1.6225,185.1801,146.0315,50.6151,122.4382,0.0,114.8509,0.1757,0.5477,0.1147,3.9415,-0.1567,2.9536,-0.2986,11,8.9161,8.7024,4.0,0.158,2.946,4.2523,0.6172,1,Act-1
0.6639,38.0,8.0,4.0,2.3195,7.6827,5.9547,1.3996,0.2013,1.2552,0.6688,1.4784,0.2768,-0.0198,0.0413,-0.4265,-0.0991,0.0033,1.2688,1.9092,0.8389,1.0358,0.9459,0.7246,3.8078,3.8874,1.9932,1.6403,139.5835,108.3058,55.4946,69.5934,18.0108,118.6672,0.1355,0.5833,0.1406,3.7726,0.0661,4.7342,0.0661,12,9.4412,10.9088,4.0875,0.2597,3.5433,4.0131,0.6954,1,Act1
0.6609,39.2157,3.9216,3.9216,1.888,7.72,5.5164,1.2868,0.2187,1.2683,0.6836,1.5062,0.1566,-0.059,-0.0209,0.1998,-0.1671,-0.0773,1.1549,1.4238,0.8571,0.9555,1.012,0.9277,3.8447,3.9612,2.099,1.708,124.4377,118.6303,17.2024,61.0985,0.0,110.4588,0.1062,0.6119,0.175,3.7564,0.0,2.7845,0.0,15,8.2244,10.7545,3.9069,0.1636,3.5722,3.5678,0.8559,1,Act1
0.6717,40.678,5.0847,5.0847,2.3996,7.75,5.743,1.2722,0.1694,1.3067,0.6588,1.5169,0.0144,0.0516,-0.0109,0.1333,-0.1314,0.1304,0.6759,0.5967,0.9184,1.2114,0.9947,0.9614,3.8483,3.9436,2.099,1.794,153.9376,153.9376,41.6497,92.9732,60.6941,108.6176,0.1281,0.6148,0.1068,3.7571,-1.2437,2.8501,-0.9788,15,12.0017,14.7654,3.9069,0.1498,4.2291,3.4964,0.6668,1,Act-1
0.6531,37.7049,8.1967,6.5574,2.6538,7.9983,5.7268,1.2857,0.1864,1.2622,0.7403,1.4783,0.037,0.032,0.0842,0.0735,-0.2475,0.0656,0.8634,0.6914,0.9647,1.1916,1.0895,1.0808,3.7982,3.9243,2.0737,1.6755,147.3814,108.2327,42.9789,174.0523,78.7048,102.8421,0.1717,0.5389,0.1038,3.7571,-1.5109,1.5605,-1.127,11,14.527,15.7594,4.0,0.2423,2.6593,3.5932,0.48,1,Act-1
0.7018,45.7627,5.0847,5.0847,1.9429,7.7892,6.1502,1.4139,0.1623,1.308,0.473,1.5575,0.0869,-0.1577,-0.0507,0.065,-0.02,-0.1721,1.0229,0.7457,0.9763,1.1467,0.9179,1.0906,3.8579,3.9595,2.0398,1.8482,187.2784,155.0589,74.2145,75.4348,36.0215,172.1682,0.1497,0.5998,0.1211,3.8204,-0.3963,5.2717,-0.2522,19,11.7777,12.8332,4.4594,0.2299,4.6841,3.8801,0.4907,1,Act1
0.7182,45.4545,5.4545,5.4545,1.3756,7.8418,6.157,1.3154,0.1956,1.299,0.425,1.5466,0.1392,0.1113,0.0212,-0.1779,-0.1871,-0.0309,1.098,1.2885,0.7553,0.934,1.1884,0.8235,3.867,3.9431,2.0508,1.7746,207.7111,137.2848,75.1021,114.5834,0.0,153.4747,0.1759,0.5897,0.1091,3.8768,-0.7868,5.8502,-0.4267,17,9.8772,11.0441,4.3923,0.1928,4.7118,3.9014,0.4923,1,Act1
0.7071,44.0678,5.0847,6.7797,1.3878,7.8556,6.2058,1.3164,0.1919,1.3017,0.4363,1.5388,0.1548,0.0803,0.0848,-0.1742,-0.2118,0.0793,1.2269,1.1255,0.708,0.8876,1.2377,0.9102,3.8637,3.9295,2.054,1.7773,214.3614,143.935,80.3455,125.5833,0.0,149.2418,0.1814,0.5747,0.1035,4.0298,-0.7939,6.1884,-0.4327,16,10.064,11.0043,4.3923,0.1995,4.5232,3.9835,0.4352,1,Act1
0.6995,42.8571,12.5,1.7857,2.0865,7.8137,6.4797,1.5745,0.1507,1.3182,0.5058,1.5565,0.098,0.084,0.101,0.0479,-0.0101,0.033,1.1395,0.8499,1.1287,1.1927,0.9964,0.8583,3.8324,4.0219,2.1446,1.7174,166.3836,134.164,72.9232,107.0021,34.6738,190.5643,0.1865,0.5653,0.118,4.0394,-0.2167,4.6827,-0.2167,15,10.7063,13.675,4.8074,0.2653,4.2322,4.2137,0.296,1,Act1
0.6886,41.9355,11.2903,1.6129,2.0509,7.7778,6.5006,1.5644,0.1564,1.3135,0.5214,1.5439,0.1627,0.038,0.1392,-0.0637,-0.0109,0.0119,1.3167,0.8732,1.0791,1.1748,1.0717,0.8497,3.8348,4.022,2.1451,1.7176,176.8436,144.6241,74.558,107.0021,34.6738,190.5643,0.1681,0.5723,0.1164,4.0394,-0.1773,4.7133,-0.1773,17,10.8754,13.5914,4.8074,0.2505,4.9284,4.6538,0.2627,1,Act1
0.7184,46.3415,12.1951,0.0,1.7248,7.6111,6.2107,1.5737,0.2031,1.3344,0.4819,1.5947,0.0551,0.0372,0.0743,0.0645,-0.0967,-0.1799,0.9985,1.0922,0.9107,1.126,0.9588,1.0969,3.8544,3.9564,2.068,1.7195,162.8002,123.6516,21.3504,89.3827,18.0108,164.3025,0.1645,0.6051,0.1178,3.8209,0.0,4.6121,0.0,13,6.9376,11.0797,4.5236,0.159,5.0525,3.5448,0.5767,1,Act1
0.6924,40.9091,15.9091,0.0,2.0385,7.6197,6.0661,1.5163,0.1779,1.3275,0.5383,1.5569,0.0405,0.0078,-0.0446,0.016,-0.3034,-0.1101,1.201,1.0337,0.8043,1.0343,0.7894,0.9609,3.78,3.9971,2.0581,1.6118,143.5871,104.4385,22.8051,106.1682,18.0108,159.5626,0.1711,0.5771,0.1144,3.8862,0.0,3.3938,0.0,8,11.1091,8.9942,4.4594,0.1997,3.4415,3.9261,0.5203,1,Act1
0.6907,41.8182,10.9091,1.8182,1.5754,7.7097,6.0159,1.4254,0.1924,1.3026,0.5408,1.5487,0.127,0.0042,0.0936,-0.1094,-0.0051,-0.1564,0.9799,0.9424,1.0802,1.175,1.0722,1.1404,3.8534,3.9614,2.0402,1.6633,165.8199,133.6004,63.5343,90.2654,66.3457,152.2217,0.1454,0.5995,0.1347,3.8611,0.7346,5.8508,-0.1289,16,9.3863,12.6924,4.3923,0.2884,4.9385,4.3648,0.5336,1,Act1
0.6555,37.7049,4.918,11.4754,2.3391,8.0221,5.9372,1.2872,0.1709,1.2783,0.5892,1.5071,0.1281,0.0376,0.0027,0.0165,-0.2944,-0.0504,1.1867,0.8948,0.8701,1.0303,1.1157,0.9597,3.831,3.9501,2.0342,1.6475,135.1479,129.3405,50.7169,127.6025,18.0108,116.4068,0.1933,0.518,0.1277,3.9334,-1.2231,1.9407,-0.7521,10,12.3366,11.7785,4.0875,0.2624,2.481,3.7033,0.4923,1,Act1
0.6564,42.3729,3.3898,6.7797,1.5525,7.7366,6.0725,1.3121,0.2142,1.2862,0.4654,1.4985,0.1359,0.0655,-0.1026,-0.0557,-0.213,-0.145,0.8723,1.0846,0.8368,0.9212,0.8724,0.8784,3.8344,3.9218,2.0557,1.6227,150.4259,150.4259,49.649,72.2896,0.0,118.7686,0.1332,0.5724,0.1181,3.8262,0.2192,3.5706,-0.2294,14,9.164,10.8471,4.0,0.1498,3.1843,4.3613,0.6937,1,Act1
0.6736,41.3793,3.4483,8.6207,1.6191,7.9453,5.996,1.3082,0.2307,1.2681,0.7394,1.5376,0.1682,0.0688,0.0208,0.0306,-0.1816,0.0393,1.1478,1.1161,0.8142,0.965,1.2039,1.0428,3.8593,3.9547,2.0741,1.8598,180.1953,174.3878,30.7326,91.4577,18.0108,128.161,0.166,0.5604,0.1392,3.7994,-0.4597,3.6712,-0.4597,15,11.0428,10.3365,4.4594,0.2053,3.9307,3.8744,0.5501,1,Act1
0.7204,45.4545,11.3636,2.2727,1.679,7.7654,6.2689,1.3979,0.1755,1.3525,0.4432,1.6251,0.0999,0.0965,0.2025,-0.0508,0.0119,-0.1716,1.1686,0.8824,0.8996,1.0812,1.0753,1.1607,3.8527,3.9563,2.1346,1.6203,127.7067,96.429,63.7237,105.887,50.9079,126.3101,0.1664,0.6003,0.1309,3.7944,-0.2714,4.3267,-0.2714,11,9.9481,11.3945,4.2479,0.3283,2.7935,4.494,0.6682,1,Act1
0.6523,41.5385,3.0769,9.2308,1.5771,7.7429,6.145,1.2861,0.1804,1.3255,0.4547,1.5115,0.0662,0.0461,-0.0161,-0.1234,-0.2428,0.0878,0.9385,1.0376,0.8189,0.9453,1.0233,1.0087,3.8341,3.9241,2.0564,1.6966,151.1451,151.1451,63.6963,94.2894,0.0,142.0562,0.1541,0.5452,0.1029,3.9415,0.0688,3.7701,-0.2627,12,10.8729,8.666,4.0,0.1702,2.4768,4.3851,0.5566,1,Act1
0.6684,40.3846,1.9231,11.5385,1.7384,8.0086,6.1574,1.4128,0.2255,1.2592,0.622,1.5327,0.1297,-0.1187,-0.0033,0.0184,-0.1357,-0.1281,1.1873,0.9205,0.9327,1.0062,1.1725,1.0645,3.9764,4.0044,2.059,1.6683,143.1219,137.3145,42.4473,100.965,16.405,101.4356,0.1846,0.5372,0.1512,4.6204,-0.4816,1.8631,-0.4816,13,9.0169,10.9306,4.3219,0.2472,3.8437,3.6931,0.5242,1,Act-1
0.6591,37.7551,6.1224,5.102,2.464,7.79,5.7458,1.2184,0.1611,1.2578,0.8535,1.4734,0.0536,0.0117,-0.0056,0.0418,-0.1084,-0.0248,1.0407,0.8641,1.0176,1.1104,0.9726,1.0347,3.8699,3.942,2.0528,1.7258,266.3923,203.8369,104.0159,162.6891,96.7156,226.2215,0.1342,0.5802,0.0718,3.4823,-1.4069,4.4947,-0.6604,23,15.6495,17.9495,4.7004,0.2805,4.3137,4.9787,0.0868,1,Act1
0.6775,41.3793,3.4483,3.4483,0.7644,7.8574,4.8757,1.2225,0.4042,1.2714,0.5351,1.4722,0.0503,-0.1354,-0.1092,0.3865,0.1957,0.0099,1.0874,0.2673,1.0105,1.2286,1.0546,0.9118,3.6433,3.7832,2.0682,1.1243,99.0114,59.8628,21.9578,97.1908,32.8972,59.8628,0.1312,0.6029,0.2631,3.2422,0.1128,1.3672,0.1128,10,4.5032,6.3195,3.0,0.1926,2.4133,3.7714,0.703,0,Act1
0.656,40.5063,8.8608,3.7975,2.6417,7.7599,6.2142,1.5005,0.1449,1.2902,0.5639,1.5067,0.0671,-0.0286,-0.0025,0.0547,0.0993,0.0098,0.896,1.0769,1.0418,1.1181,0.9838,1.0292,3.8959,4.0112,2.0749,1.7651,182.4274,182.4274,42.2368,142.8397,95.2453,214.0325,0.1348,0.5739,0.0847,3.9117,-0.3319,6.2874,-0.2019,23,15.3468,15.4966,4.7004,0.2398,3.5875,4.8754,0.2308,1,Act-1
0.7223,43.9024,7.3171,0.0,1.0473,7.4541,5.8665,1.385,0.2434,1.3306,0.3533,1.5193,0.0734,0.2052,0.2165,-0.0846,-0.2092,-0.2527,0.9264,1.2824,0.6724,0.8777,1.0882,1.217,3.7482,3.8645,2.0406,1.6682,169.3934,98.0252,55.5147,55.9342,0.0,144.8826,0.1309,0.6436,0.1766,3.7317,1.0491,5.3577,1.0491,10,7.0986,7.1934,3.8074,0.1384,4.1396,3.509,0.8258,1,Act1
0.6549,42.3077,3.8462,3.8462,2.003,7.6026,6.0527,1.4291,0.2217,1.2814,0.5946,1.5108,0.1244,0.0841,0.165,-0.1391,-0.2261,-0.0679,1.0675,1.2721,0.7621,0.8801,1.0446,1.0719,3.8282,3.9105,2.0658,1.6166,143.2788,143.2788,33.0257,36.1448,0.0,94.7396,0.1043,0.6071,0.1309,3.5783,-0.2624,4.3025,-0.2624,14,11.4052,7.9878,4.1699,0.0983,4.0814,3.6599,0.6459,1,Act1
0.6799,41.9355,4.8387,0.0,2.0604,7.5072,6.1129,1.5173,0.2033,1.2728,0.6054,1.481,0.0581,0.0598,0.0701,0.093,-0.1215,-0.0637,0.9134,0.8148,0.9067,1.2021,1.0515,0.9408,3.8676,3.929,2.1306,1.7052,231.3389,153.0416,31.8036,95.0828,18.0108,113.0129,0.1021,0.6439,0.0967,3.8205,0.0,4.3268,0.0,19,10.9364,13.7339,4.2479,0.0617,6.8111,3.8549,0.3651,1,Act1
0.646,41.0714,1.7857,8.9286,1.3912,7.6379,6.2983,1.4616,0.251,1.2969,0.5481,1.4932,0.14,-0.1493,-0.0753,-0.0453,-0.215,-0.0872,0.974,1.0248,0.8047,0.8934,1.3126,1.1479,3.7876,3.8913,2.1426,1.4151,155.7529,155.7529,51.0825,71.785,0.0,110.5196,0.143,0.553,0.1099,4.1017,0.0,4.8743,0.0,11,8.264,9.3852,4.1699,0.1485,3.9807,3.8328,0.5129,1,Act1
0.6191,37.5,1.5625,3.125,3.2263,7.6543,4.1897,1.4309,0.3909,1.2385,1.0,1.4167,-0.2066,0.0233,-0.0049,-0.0026,-0.026,0.0,1.0347,0.92,1.3503,1.353,1.0024,0.9721,3.6875,3.8313,1.9563,1.6796,149.6268,149.6268,27.0866,67.8283,60.6941,0.0,0.0688,0.6272,0.1375,2.5332,-0.0106,0.0,-0.0106,21,15.9863,16.8642,3.0,0.1327,5.1307,3.4427,0.4255,0,Act1
0.6398,34.0,4.0,6.0,1.5937,7.4977,5.2867,1.1932,0.0,1.2147,0.6037,1.374,0.0542,-0.0035,-0.1305,-0.0807,-0.1627,0.0655,0.6677,0.7007,0.8537,1.1631,1.3043,0.8022,3.7287,3.9305,2.023,1.5165,155.367,71.7503,33.7405,117.9768,60.6941,34.8905,0.1481,0.5514,0.1538,3.0743,-0.3477,1.2647,-0.3477,10,7.5423,9.8678,3.0,0.1638,3.2525,3.6174,0.8328,0,Act1
0.6769,42.1053,5.2632,0.0,1.0859,7.5234,5.3095,1.3262,0.3182,1.2748,0.6937,1.4777,0.0207,0.0739,0.0449,-0.1344,-0.2065,-0.038,0.7979,1.2097,0.7864,0.9395,0.9551,1.1123,3.7138,3.8288,2.057,1.5429,145.4057,106.2571,14.0832,55.9342,0.0,101.6096,0.1009,0.6435,0.1677,3.4261,0.0,3.16,0.0,11,6.4142,7.3108,3.7004,0.0587,3.5512,3.9465,0.7969,1,Act1
0.6321,38.9831,0.0,13.5593,1.2674,8.0645,5.3064,1.1002,0.2458,1.2498,0.416,1.4442,0.1338,-0.1384,-0.03,-0.2478,-0.0909,0.0799,0.9612,1.3353,0.9722,0.9811,1.1592,0.9758,3.758,3.9084,2.1532,1.5161,110.3451,110.3451,40.0312,143.0867,0.0,79.111,0.1716,0.509,0.1229,3.5972,-1.5869,0.7265,-0.5811,14,7.8929,7.7085,3.3219,0.2523,2.2891,4.6445,0.5088,0,Act1
0.6779,47.3684,0.0,5.2632,1.24,7.85,5.6573,1.3988,0.3149,1.2735,0.6209,1.5454,0.0116,-0.0295,-0.0743,-0.1238,0.1265,-0.054,1.0199,1.2192,1.065,1.0712,0.9765,1.0719,3.7542,3.8474,2.0725,1.4886,125.1552,125.1552,17.8114,116.9005,85.3667,69.5998,0.1129,0.6223,0.1518,3.7249,0.0,3.9985,0.0,16,7.9587,8.9676,3.9069,0.1519,4.3099,3.5209,0.8414,1,Act1
0.7189,43.1373,7.8431,1.9608,1.5067,7.7444,6.1162,1.3721,0.2085,1.2891,0.6094,1.4982,0.0654,0.0061,0.1452,0.0804,0.0416,-0.162,0.7621,1.0421,0.8478,1.2985,0.9117,1.1501,3.8178,3.908,2.0239,1.7448,234.2677,116.8218,41.6629,159.2539,17.8882,124.7333,0.1792,0.593,0.1104,3.8519,-0.2283,5.0367,-0.2283,16,7.9307,11.9447,4.2479,0.1081,6.0115,3.8238,0.5451,1,Act1
0.643,39.2857,7.1429,3.5714,2.1046,7.9195,5.8695,1.3829,0.2133,1.2644,0.6442,1.476,0.162,0.048,0.0592,0.0298,-0.12,-0.0515,1.0367,1.0755,0.9353,1.0625,1.1571,0.8317,3.8394,3.9705,1.9707,1.6273,121.1715,121.1715,47.9657,65.25,52.807,98.0632,0.1432,0.5521,0.1183,4.1111,-0.06,3.4279,-0.2894,12,10.6988,13.165,3.9069,0.2032,2.7412,4.0182,0.7032,1,Act1
0.618,36.9231,3.0769,1.5385,1.9012,7.1914,5.2348,1.1543,0.1618,1.3519,0.5484,1.4234,-0.0607,-0.0531,-0.0675,0.0412,-0.1793,0.0546,1.0965,0.9542,1.0886,1.1774,1.1245,0.9527,3.7866,3.9873,2.1046,1.6761,86.8002,86.8002,47.4884,10.9999,0.0,74.991,0.0463,0.6417,0.1126,2.8702,0.0,4.1631,0.0,16,11.0771,11.8127,2.8074,0.0424,4.9104,3.6211,0.7008,0,Act1
0.7033,43.9394,6.0606,6.0606,3.11,7.934,6.4153,1.6066,0.1274,1.2797,0.6187,1.5438,-0.0903,-0.0847,0.0813,-0.1005,-0.0833,-0.0674,0.8844,1.1037,1.1271,1.0627,0.9503,0.8759,3.989,3.9681,2.1278,1.8601,229.3576,184.163,54.6391,152.5,36.0215,210.3476,0.2016,0.5547,0.1147,4.4234,0.0,4.7479,0.0,16,15.3275,15.2572,4.9542,0.1974,5.4216,3.9753,0.197,1,Act1
0.6777,40.7407,7.4074,3.7037,2.2333,7.7139,6.1391,1.4336,0.1795,1.3042,0.533,1.5011,0.0306,0.1043,0.2324,0.0252,-0.2025,0.0134,0.6348,0.7252,0.7506,0.9169,1.0246,1.1633,3.8358,3.9337,2.1278,1.7876,167.571,167.571,46.3376,70.5309,18.0108,134.4404,0.1593,0.588,0.1004,3.8831,0.0,2.3902,0.0,10,10.2549,11.7832,4.1699,0.1252,4.6208,3.7809,0.5729,1,Act1
0.6753,38.0952,9.5238,7.1429,1.5521,7.8148,5.9952,1.4378,0.2278,1.2869,0.5773,1.5357,0.1657,-0.1265,-0.3379,-0.1117,-0.2537,0.1761,1.1376,1.207,0.9047,1.0174,0.9114,0.8316,3.8311,3.9661,2.0214,1.5347,111.1873,92.0546,24.6381,94.5128,16.7855,118.8805,0.1866,0.5453,0.1846,4.1398,0.0,4.1664,0.0,6,9.547,8.3199,4.1699,0.3152,2.0875,4.7331,0.6815,1,Act1
0.6531,39.1304,4.3478,1.4493,2.3887,7.4063,5.5688,1.2627,0.1352,1.3265,0.6431,1.476,-0.0746,-0.0847,-0.0537,0.051,-0.1208,0.0615,1.0248,0.8579,1.1021,1.184,1.1209,1.0285,3.8849,3.9969,2.0918,1.7228,158.8734,126.6539,75.8731,25.1449,18.0108,108.7637,0.0757,0.6441,0.1246,3.8618,0.2155,5.4812,0.2155,18,12.3317,15.2401,3.8074,0.1348,5.0614,3.8421,0.5379,1,Act1
0.6853,46.1538,7.6923,0.0,1.7755,7.3988,6.4329,1.5696,0.1669,1.361,0.4455,1.5822,0.0023,0.0973,0.1571,-0.0131,-0.1786,-0.1025,1.006,0.9867,0.8917,1.1084,1.0037,1.0054,3.8443,3.9926,2.1968,1.7444,148.2386,148.2386,26.1273,16.7855,18.0108,162.8764,0.0988,0.6415,0.1026,3.7981,0.0,3.5102,0.0,14,11.0294,7.4334,4.5236,0.0852,4.3984,3.0934,0.5392,1,Act-1
0.7937,47.8261,8.6957,4.3478,0.9531,7.8715,5.4013,1.3561,0.3225,1.3029,0.3151,1.5797,-0.1241,0.0153,0.138,0.3811,0.0946,-0.0867,0.8763,3.6529,1.0035,1.224,0.9816,0.8817,3.778,3.7706,1.9774,1.3293,133.8143,63.388,50.9388,64.2936,36.0215,130.6872,0.2423,0.5963,0.2013,3.7958,-0.1067,3.6664,-0.1067,6,3.7798,6.3053,3.7004,0.3067,2.6881,3.5835,0.6643,1,Act1
0.7119,50.0,6.6667,10.0,1.4286,8.2698,5.8044,1.4865,0.2423,1.3002,0.5749,1.6067,0.0064,-0.1087,0.0845,-0.1394,0.0216,-0.0067,1.1177,1.2001,1.0502,0.9965,1.0615,0.6254,3.8206,3.9062,2.0019,1.2206,102.7455,102.7455,26.9355,128.9046,42.6833,147.9519,0.2781,0.5068,0.1556,3.8552,-1.0466,0.5868,-1.0466,11,6.7589,8.3093,4.2479,0.2681,3.4517,3.6123,0.7763,1,Act1
0.5992,32.2581,5.3763,7.5269,1.0136,8.0159,4.9488,1.0329,0.3145,1.2062,0.4255,1.3854,0.1354,-0.1076,0.0603,-0.0316,-0.3184,-0.0825,1.021,1.0308,1.1118,1.2637,1.1505,1.0779,3.7003,3.9208,2.0333,1.7002,126.1678,126.1678,47.5986,161.8695,36.0215,98.9239,0.1244,0.5258,0.0933,3.4228,-2.8425,0.0,-0.645,15,10.3995,11.9089,2.8074,0.2449,1.4949,4.9077,0.3398,0,Act1
0.67,40.4255,4.2553,2.1277,1.0813,7.413,5.735,1.3424,0.2708,1.2766,0.4436,1.4654,0.1487,-0.1153,-0.2307,-0.0625,-0.2163,-0.3251,0.986,0.9356,0.6804,0.8174,0.7175,0.8564,3.7083,3.8101,2.0682,1.6592,153.1241,120.9045,50.2893,10.9999,0.0,115.536,0.0932,0.6394,0.1842,3.6687,0.0,6.0697,0.0,10,6.0125,6.425,3.7004,0.1389,4.056,3.892,0.8434,1,Act1
0.6563,30.7692,5.1282,10.2564,3.6212,8.2354,5.8985,1.3195,6.6097,1.1689,0.2912,1.4376,0.0151,0.0812,0.0528,-0.1805,-0.3196,0.1013,0.7747,1.0912,0.9011,0.976,0.8715,1.1906,3.8846,3.9408,2.0844,1.7225,171.9431,131.238,57.554,211.131,78.1922,126.5147,0.1824,0.5326,0.1205,4.3723,0.0,4.8073,0.0,9,8.5848,6.2705,4.2479,0.3301,2.1851,3.8439,0.2591,1,Act1
0.6073,35.0,2.5,5.0,1.6678,7.3922,5.3279,1.0692,0.1726,1.3254,0.4153,1.3902,-0.0012,0.0089,0.0254,-0.0017,-0.1102,-0.0335,1.0992,0.9216,1.0532,1.1357,1.2337,0.9734,3.8629,3.9989,2.1546,1.7474,82.2169,82.2169,40.7425,75.683,60.6941,56.8085,0.0737,0.5831,0.0948,3.2856,4.1574,0.0,0.4391,16,10.4728,9.5189,1.585,0.1331,3.1409,4.9249,0.6134,0,Act1
0.685,43.4783,13.0435,4.3478,0.8367,8.0119,5.1354,1.3299,0.3754,1.3121,0.5295,1.5826,-0.0329,-0.0292,-0.2313,0.8257,0.0346,0.5794,1.2095,0.8022,0.9968,1.1028,1.1149,0.9731,3.5291,3.738,2.0342,0.9788,69.4036,69.4036,13.8325,74.8276,50.9079,104.1998,0.189,0.5552,0.2401,3.2233,0.7029,0.8922,-0.2645,5,3.9203,2.8717,3.3219,0.3833,-0.1618,3.6146,0.7146,0,Act-1
0.688,45.8333,8.3333,4.1667,0.8367,7.9405,5.1354,1.3299,0.3754,1.3121,0.5295,1.5814,-0.0297,-0.0728,-0.1766,0.6748,0.1797,0.0906,1.1791,0.9244,1.0601,1.1036,1.0798,1.0195,3.5879,3.7552,2.0409,0.9831,79.7375,79.7375,13.8325,58.0421,50.9079,97.7482,0.1586,0.5836,0.2401,3.2233,0.7911,0.9547,-0.2441,8,4.7568,4.1689,3.3219,0.3162,0.7898,3.662,0.6246,0,Act1
0.6575,40.625,9.375,3.125,1.2457,7.8431,5.2999,1.3082,0.3253,1.2686,0.6055,1.5111,0.1216,-0.0109,-0.1525,-0.3309,-0.075,0.0155,1.1237,1.1831,0.7751,0.9129,1.0752,0.9208,3.6097,3.7996,2.0561,1.2985,89.8107,89.8107,16.5893,58.0421,50.9079,91.0287,0.1352,0.5793,0.2001,3.5127,0.767,2.0522,-0.2508,7,4.945,3.6914,3.3219,0.2709,0.8702,3.8444,0.8288,0,Act1
